# Parking Detection Results
# Method: YOLO Object Detection
# Attribution: YOLOv5/v8 by Ultralytics, COCO Dataset by Microsoft
# Generated on: 2025-08-30 16:52:50
#
timestamp,frame,vehicles_detected,total_spaces,occupied,free,occupancy_rate,space_1,space_2,space_3,space_4,space_5,space_6,space_7,space_8,space_9,space_10,space_11,space_12,space_13,space_14,space_15,space_16,space_17,space_18,space_19,space_20,space_21,space_22
3.1666666666666665,95,7,22,18,4,81.81818181818183,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.2,96,6,22,19,3,86.36363636363636,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.2333333333333334,97,6,22,19,3,86.36363636363636,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.2666666666666666,98,6,22,18,4,81.81818181818183,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.3,99,6,22,18,4,81.81818181818183,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.3333333333333335,100,6,22,18,4,81.81818181818183,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.3666666666666667,101,7,22,18,4,81.81818181818183,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.4,102,7,22,18,4,81.81818181818183,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.433333333333333,103,6,22,18,4,81.81818181818183,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.466666666666667,104,6,22,18,4,81.81818181818183,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.5,105,6,22,18,4,81.81818181818183,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.533333333333333,106,6,22,18,4,81.81818181818183,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.566666666666667,107,6,22,18,4,81.81818181818183,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.6,108,6,22,19,3,86.36363636363636,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.6333333333333333,109,6,22,19,3,86.36363636363636,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.6666666666666665,110,6,22,19,3,86.36363636363636,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.7,111,7,22,19,3,86.36363636363636,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.7333333333333334,112,6,22,19,3,86.36363636363636,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.7666666666666666,113,6,22,19,3,86.36363636363636,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.8,114,7,22,19,3,86.36363636363636,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.8333333333333335,115,6,22,19,3,86.36363636363636,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.8666666666666667,116,7,22,19,3,86.36363636363636,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.9,117,7,22,19,3,86.36363636363636,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.933333333333333,118,6,22,19,3,86.36363636363636,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
3.966666666666667,119,6,22,19,3,86.36363636363636,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
4.0,120,6,22,19,3,86.36363636363636,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
4.033333333333333,121,8,22,19,3,86.36363636363636,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
4.066666666666666,122,6,22,19,3,86.36363636363636,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,free,free
